type,lookback,n_long,n_short,total_return,ann_return,ann_vol,sharpe,max_drawdown,calmar,n_weeks,key
momentum,8,8,5,0.4230041230911794,0.0917376270654624,0.24494502472882732,0.37452333300920443,-0.21526971934800565,0.4261520261340569,209,momentum_lb8_L8_S5
momentum,26,10,5,0.4055159027991255,0.0883838877105001,0.23704738253603405,0.3728532530708905,-0.3476009586513077,0.254268250736217,209,momentum_lb26_L10_S5
momentum,8,8,8,0.36327566008466583,0.08015215132978781,0.21934787733801758,0.36541110997975346,-0.2086932144916971,0.38406687790501537,209,momentum_lb8_L8_S8
momentum,13,8,5,0.4097972178215932,0.08920780630315339,0.2575949845415339,0.3463103385414314,-0.36323520642652385,0.2455924005295962,209,momentum_lb13_L8_S5
hybrid,2,3,8,0.4034065381840861,0.08797725715813476,0.25809391823658,0.34087303474346503,-0.3851674094536116,0.22841303547186662,209,hybrid_lb2_L3_S8
momentum,13,5,3,0.48264887529884337,0.10294787130012217,0.3136009094148588,0.32827669885336236,-0.4050711830363253,0.25414760568364153,209,momentum_lb13_L5_S3
hybrid,26,5,5,0.4113967449099345,0.08951514536639471,0.2805106476627219,0.3191149644844327,-0.2887736986745324,0.3099837200453784,209,hybrid_lb26_L5_S5
hybrid,13,8,8,0.29714242008079017,0.06687063807059257,0.2144415191534412,0.31183624483999317,-0.41989672450036175,0.15925496477773776,209,hybrid_lb13_L8_S8
hybrid,2,10,5,0.2566627914527777,0.05848816455911576,0.19081841364006358,0.3065121622352477,-0.36380025342603106,0.16076999399619096,209,hybrid_lb2_L10_S5
momentum,4,5,5,0.3339588268994991,0.07432557470037549,0.2551700674536484,0.29127857919258776,-0.2661064339530491,0.27930769503111386,209,momentum_lb4_L5_S5
momentum,13,10,5,0.2940333186697941,0.06623383170218311,0.24884402179682324,0.2661660554428021,-0.3542047690633928,0.18699305454673054,209,momentum_lb13_L10_S5
momentum,26,5,3,0.38867415486933443,0.0851243613016135,0.3248016006176007,0.2620811016317408,-0.5519288232265582,0.15423068649319527,209,momentum_lb26_L5_S3
hybrid,2,5,5,0.2612884248695382,0.05945621049432348,0.2355496557569078,0.25241476283745257,-0.4714444167839562,0.12611499548539534,209,hybrid_lb2_L5_S5
momentum,13,3,3,0.40344946797572123,0.0879855374790719,0.350317781552864,0.2511592106145905,-0.5356048726838258,0.16427322073862244,209,momentum_lb13_L3_S3
hybrid,26,8,5,0.2781245901655567,0.06295729721202603,0.2540182404088147,0.24784557640704508,-0.34519124912207877,0.1823838158474314,209,hybrid_lb26_L8_S5
momentum,4,8,5,0.23395244312228192,0.053696158931160864,0.2388680995461322,0.22479418153025751,-0.28848310625696605,0.18613276745339488,209,momentum_lb4_L8_S5
hybrid,26,3,5,0.31088012984800595,0.0696707483133534,0.3134666264167384,0.2222589023583314,-0.28459965499662143,0.24480264501438165,209,hybrid_lb26_L3_S5
momentum,4,10,3,0.22751199031566127,0.0523251395834734,0.24379411596722672,0.2146283940278012,-0.30737566836806585,0.17023188550115442,209,momentum_lb4_L10_S3
momentum,26,3,3,0.3375877318847136,0.07505198646426736,0.3595800021367912,0.20872124706122042,-0.6517441399893268,0.11515559843084502,209,momentum_lb26_L3_S3
hybrid,13,3,8,0.2513497099778903,0.057372941857812165,0.27789105441103396,0.2064583978041652,-0.4308386518894215,0.13316572597701246,209,hybrid_lb13_L3_S8
hybrid,8,5,8,0.22587393488509067,0.05197557482295578,0.25188403058541925,0.2063472412369936,-0.40998967235283323,0.12677288802100872,209,hybrid_lb8_L5_S8
momentum,2,3,8,0.22335538850122583,0.05143742616904623,0.24957563452111367,0.20609955081450354,-0.48622034631125466,0.1057903614262133,209,momentum_lb2_L3_S8
hybrid,26,10,5,0.21516441631124228,0.0496814509662058,0.24159154658309742,0.2056423400109219,-0.36323417852733353,0.1367752648377698,209,hybrid_lb26_L10_S5
hybrid,13,10,8,0.17900578672732892,0.041821795292661834,0.20669248969762313,0.20233824341583112,-0.39941965640047694,0.1047064024578934,209,hybrid_lb13_L10_S8
momentum,26,8,3,0.26293207293904963,0.05979954862007597,0.29683715076845457,0.20145574253514556,-0.5239058231673308,0.11414179032893958,209,momentum_lb26_L8_S3
momentum,8,10,5,0.18747079988557647,0.043677865262619076,0.23333969847417965,0.18718574485280856,-0.24393137956464617,0.17905800123203772,209,momentum_lb8_L10_S5
hybrid,8,5,5,0.20856672601050352,0.04826056564636283,0.27109918676341155,0.17801811293694458,-0.4997328195847266,0.09657273598013218,209,hybrid_lb8_L5_S5
mean_reversion,2,5,8,0.15031348239703402,0.035455181857968254,0.2023554098016783,0.17521242398568282,-0.22461731624952774,0.15784705493756784,209,mean_reversion_lb2_L5_S8
momentum,13,8,3,0.22031897596397076,0.05078751515854818,0.30114051318938106,0.16865055658123607,-0.3902191083348453,0.13015127674108576,209,momentum_lb13_L8_S3
momentum,8,10,8,0.13756788285711963,0.03258870927595359,0.20634086843228247,0.15793628050300001,-0.24503338022099486,0.13299701961651889,209,momentum_lb8_L10_S8
hybrid,2,8,5,0.135405945496194,0.03210010140790964,0.2070380589964975,0.1550444472069393,-0.41849503677331856,0.07670366094520002,209,hybrid_lb2_L8_S5
hybrid,8,8,8,0.12487979032206731,0.029711105958554418,0.21967306226568428,0.13525147622615752,-0.38394621827943964,0.07738350983556347,209,hybrid_lb8_L8_S8
hybrid,2,3,5,0.15927707439169692,0.03745682685513274,0.2825509008689331,0.13256665167211001,-0.47893948770202754,0.07820784841703536,209,hybrid_lb2_L3_S5
momentum,26,10,3,0.15298391733125016,0.03605273401813491,0.2863552413495314,0.12590212719077898,-0.5547532546445522,0.06498877422762492,209,momentum_lb26_L10_S3
